,1420,0,2022,2022/7,7/2022,7/2022,ONE PIECE 倒せ!海賊ギャンザック (1998) フランス語翻訳,出版: 東映アニメーション ,ONE PIECE: Defeat Him! The Pirate Ganzack! (1998) Traduction française,Édition: Tôei Animation ,ONE PIECE: Defeat Him! The Pirate Ganzack! (1998) French translation,Publishing: Tôei Animation ,/result/logo_jsicmf.jpg,0,2024/8/6 11:28,2025/8/6 11:28,2024/8/6 11:28,2024/8/6 11:28
,1430,0,2022,2022/7,7/2022,7/2022,劇場版 ONE PIECE -RED- フランス語翻訳,出版: 東映アニメーション ,ONE PIECE -RED- Traduction française,Édition: Tôei Animation ,ONE PIECE -RED- French translation,Publishing: Tôei Animation ,/result/logo_jsicmf.jpg,0,2024/8/6 11:28,2025/8/6 11:28,2024/8/6 11:28,2024/8/6 11:28
,1440,0,2024,2022/7～2024/6,7/2022 à 6/2024,7/2022 to 6/2024,聖闘士星矢：Knights of the Zodiac バトル・サンクチュアリ フランス語翻訳,出版: CRUNCHY ROLL,Saint Seiya (Netflix) - Sanctuary Traduction française,Édition: CRUNCHY ROLL,Saint Seiya (Netflix) - Sanctuary French translation,Publishing: CRUNCHY ROLL,/result/logo_jsicmf.jpg,0,2024/8/6 11:28,2025/8/6 11:28,2024/8/6 11:28,2024/8/6 11:28
,1450,0,2022,2022/8,8/2022,8/2022,劇場版 君は彼方(特典) フランス語翻訳,出版: All the Anime,Over the Sky (Bonus) Traduction française,Édition: All the Anime,Over the Sky (Bonus) French translation,Publishing: All the Anime,/result/logo_jsicmf.jpg,0,2024/8/6 11:28,2025/8/6 11:28,2024/8/6 11:28,2024/8/6 11:28
,1460,0,2022,2022/9,9/2022,9/2022,劇場版 映画大好きポンポさん(特典) フランス語翻訳,出版: All the Anime,Pompo la Cinéphile (Bonus) Traduction française,Édition: All the Anime,Pompo la Cinéphile (Bonus) French translation,Publishing: All the Anime,/result/logo_jsicmf.jpg,0,2024/8/6 11:28,2025/8/6 11:28,2024/8/6 11:28,2024/8/6 11:28
,1470,0,2022,2022/9,9/2022,9/2022, 劇場版 ソードアート・オンライン -プログレッシブ- 冥き夕闇のスケルツォ,出版: CRUNCHY ROLL,Sword Art Online Progressive: Scherzo of Deep Night Traduction française ,Édition: CRUNCHY ROLL,Sword Art Online Progressive: Scherzo of Deep Night French translation ,Publishing: CRUNCHY ROLL,/result/logo_jsicmf.jpg,0,2024/8/6 11:28,2025/8/6 11:28,2024/8/6 11:28,2024/8/6 11:28
,1480,0,2023,2023/5,5/2023,5/2023,トップをねらえ! フランス語翻訳,出版: All the Anime,Gunbuster Traduction française,Édition: All the Anime,Gunbuster French translation,Publishing: All the Anime,/result/logo_jsicmf.jpg,0,2024/8/6 11:28,2025/8/6 11:28,2024/8/6 11:28,2024/8/6 11:28
,1490,0,2022,2022/10,10/2022,10/2022,劇場版 アイの歌声を聴かせて(特典) フランス語翻訳,出版: All the Anime,Sing a bit of harmony (Bonus) Traduction française,Édition: All the Anime,Sing a bit of harmony(Bonus) French translation,Publishing: All the Anime,/result/logo_jsicmf.jpg,0,2024/8/6 11:28,2025/8/6 11:28,2024/8/6 11:28,2024/8/6 11:28
,1500,0,2022,2022/11,11/2022,11/2022,劇場版 岬のマヨイガ(特典) フランス語翻訳,出版: All the Anime,The House of the Lost on the Cape (Bonus) Traduction française,Édition: All the Anime,The House of the Lost on the Cape (Bonus) French translation,Publishing: All the Anime,/result/logo_jsicmf.jpg,0,2024/8/6 11:28,2025/8/6 11:28,2024/8/6 11:28,2024/8/6 11:28
,1510,0,2022,2022/11,11/2022,11/2022,劇場版 永遠の831(特典) フランス語翻訳,出版: All the Anime,Eternal 831 (Bonus) Traduction française,Édition: All the Anime,Eternal 831 (Bonus) French translation,Publishing: All the Anime,/result/logo_jsicmf.jpg,0,2024/8/6 11:28,2025/8/6 11:28,2024/8/6 11:28,2024/8/6 11:28
,1520,0,2022,2022/12,12/2022,12/2022,アルモニ フランス語翻訳,出版: All the Anime,Harmonie Traduction française,Édition: All the Anime,Harmonie French translation,Publishing: All the Anime,/result/logo_jsicmf.jpg,0,2024/8/6 11:28,2025/8/6 11:28,2024/8/6 11:28,2024/8/6 11:28
,1530,0,2022,2022/12,12/2022,12/2022,アニメーター高津幸央先生、田畑壽之通訳(Jonetsu- La convention de la PASSION),,TAKATSU Yukio et TABATA Hisayuki pour Jonetsu- La convention de la PASSION,,TAKATSU Yukio and TABATA Hisayuki for Jonetsu- La convention de la PASSION,,/result/logo_jsicmf.jpg,0,2024/8/6 11:28,2025/8/6 11:28,2024/8/6 11:28,2024/8/6 11:28
,1540,0,2023,2023/2,2/2023,2/2023,ブラッククローバー 11話・12話(特典) フランス語翻訳,出版: All the Anime,Black Clover Volumes 11 et 12(Bonus) Traduction française,Édition: All the Anime,Black Clover Volumes 11 and 12(Bonus) French translation,Publishing: All the Anime,/result/logo_jsicmf.jpg,0,2024/8/6 11:28,2025/8/6 11:28,2024/8/6 11:28,2024/8/6 11:28
,1550,0,2023,2023/4,4/2023,4/2023,ブラッククローバー 13話～15話(特典) フランス語翻訳,出版: All the Anime,Black Clover Volumes 13 à 15(Bonus) Traduction française,Édition: All the Anime,Black Clover Volumes 13 to 15(Bonus) French translation,Publishing: All the Anime,/result/logo_jsicmf.jpg,0,2024/8/6 11:28,2025/8/6 11:28,2024/8/6 11:28,2024/8/6 11:28
,1560,0,2023,2023/4,4/2023,4/2023,バイオレンスジャック フランス語翻訳,出版: naBan Éditions ,Violence Jack Traduction française,Édition: naBan Éditions ,Violence Jack French translation,Publishing: naBan Éditions ,/result/logo_jsicmf.jpg,0,2024/8/6 11:28,2025/8/6 11:28,2024/8/6 11:28,2024/8/6 11:28
,1570,0,2023,2023/5,5/2023,5/2023,おジャ魔女どれみ『魔女見習いをさがして』(特典) フランス語翻訳,出版: All the Anime,Ojamajo Doremi Majominarai wo sagashite(Bonus) Traduction française,Édition: All the Anime,Ojamajo Doremi Majominarai wo sagashite(Bonus) French translation,Publishing: All the Anime,/result/logo_jsicmf.jpg,0,2024/8/6 11:28,2025/8/6 11:28,2024/8/6 11:28,2024/8/6 11:28
,1580,0,2023,2023/3,3/2023,3/2023,進撃の巨人 The Final Season 2 特典 フランス語翻訳,出版: All the Anime,L'Attaque des Titans Final Season - Partie 1 Traduction française,Édition: All the Anime,Attack on Titan Final Season - Part1 French translation,Publishing: All the Anime,/result/logo_jsicmf.jpg,0,2024/8/6 11:28,2025/8/6 11:28,2024/8/6 11:28,2024/8/6 11:28
,1590,0,2023,2023/3,3/2023,3/2023,犬王(特典) フランス語翻訳,出版: All the Anime,Inu-Oh (Bonus) Traduction française,Édition: All the Anime,Inu-Oh (Bonus) French translation,Publishing: All the Anime,/result/logo_jsicmf.jpg,0,2024/8/6 11:28,2025/8/6 11:28,2024/8/6 11:28,2024/8/6 11:28
,1600,0,2023,2023/3,3/2023,3/2023,劇場版 たまこラブストーリー・ たまこまーけっと映像特典 フランス語翻訳,出版: All the Anime,"Tamako Love Story, Tamako Market (Bonus) Traduction française",Édition: All the Anime,"Tamako Love Story, Tamako Market (Bonus) French translation",Publishing: All the Anime,/result/logo_jsicmf.jpg,0,2024/8/6 11:28,2025/8/6 11:28,2024/8/6 11:28,2024/8/6 11:28
,1610,0,2023,2023/4,4/2023,4/2023,さかのまさこさんコーディネート (Jonetsu- La convention de la PASSION),,Préparation pour la venue de Masako Sakano pour Jonetsu- La convention de la PASSION,,Coordination for inviting Masako Sakano to Jonetsu- La convention de la PASSION,,/result/logo_jsicmf.jpg,0,2024/8/6 11:28,2025/8/6 11:28,2024/8/6 11:28,2024/8/6 11:28
,1620,0,2023,2023/5,5/2023,5/2023,劇場版 夏へのトンネル、さよならの出口 フランス語翻訳,出版: All the Anime,"The Tunnel to Summer, the Exit of Goodbye Traduction française",Édition: All the Anime,"The Tunnel to Summer, the Exit of Goodbye French translation",Publishing: All the Anime,/result/logo_jsicmf.jpg,0,2024/8/6 11:28,2025/8/6 11:28,2024/8/6 11:28,2024/8/6 11:28
,1630,0,2023,2023/5,5/2023,5/2023,モブサイコ100 2期(特典) フランス語翻訳,出版: All the Anime,Mob Psycho 100 Season2 (Bonus) Traduction française,Édition: All the Anime,Mob Psycho 100 Season2 (Bonus) French translation,Publishing: All the Anime,/result/logo_jsicmf.jpg,0,2024/8/6 11:28,2025/8/6 11:28,2024/8/6 11:28,2024/8/6 11:28
,1640,0,2023,2023/5,5/2023,5/2023,ブルーロック CM フランス語翻訳,出版: All the Anime,Blue Lock (CM) Traduction française,Édition: All the Anime,Blue Lock (CM) French translation,Publishing: All the Anime,/result/logo_jsicmf.jpg,0,2024/8/6 11:28,2025/8/6 11:28,2024/8/6 11:28,2024/8/6 11:28
,1650,0,2023,2023/5,5/2023,5/2023,劇場版 夏へのトンネル、さよならの出口(特典) フランス語翻訳,出版: All the Anime,"The Tunnel to Summer, the Exit of Goodbye (Bonus) Traduction française",Édition: All the Anime,"The Tunnel to Summer, the Exit of Goodbye(Bonus) French translation",Publishing: All the Anime,/result/logo_jsicmf.jpg,0,2024/8/6 11:28,2025/8/6 11:28,2024/8/6 11:28,2024/8/6 11:28
,1660,0,2023,2023/7,7/2023,7/2023,Fate/strange Fake 第0話 フランス語翻訳,出版: CRUNCHY ROLL,Fate/strange Fake Episode 0 Traduction française,Édition: CRUNCHY ROLL,Fate/strange Fake Episode 0 French translation,Publishing: CRUNCHY ROLL,/result/logo_jsicmf.jpg,0,2024/8/6 11:28,2025/8/6 11:28,2024/8/6 11:28,2024/8/6 11:28
,1670,0,2023,2023/9,9/2023,9/2023,劇場版 岬のマヨイガ(映像特典) フランス語翻訳,出版: All the Anime,The House of the Lost on the Cape (Video bonus) Traduction française,Édition: All the Anime,The House of the Lost on the Cape (Video bonus) French translation,Publishing: All the Anime,/result/logo_jsicmf.jpg,0,2024/8/6 11:28,2025/8/6 11:28,2024/8/6 11:28,2024/8/6 11:28
,1680,0,2024,2024/1,1/2024,1/2024,劇場版 シティーハンター 天使の涙(エンジェルダスト) フランス語翻訳,出版: All the Anime,Nicky Larson - City Hunter: Angel Dust Traduction française,Édition: All the Anime,City Hunter Angel Dust French translation,Publishing: All the Anime,/result/logo_jsicmf.jpg,0,2024/8/6 11:28,2025/8/6 11:28,2024/8/6 11:28,2024/8/6 11:28
,1690,0,2023,2023/11,11/2023,11/2023,攻殻機動隊: SAC_2045 (特典) フランス語翻訳,出版: All the Anime,Ghost in the Shell: SAC_2045 (Bonus) Traduction française,Édition: All the Anime,Ghost in the Shell: SAC_2045 (Bonus) French translation,Publishing: All the Anime,/result/logo_jsicmf.jpg,0,2024/8/6 11:28,2025/8/6 11:28,2024/8/6 11:28,2024/8/6 11:28
,1700,0,2023,2023/11,11/2023,11/2023,劇場版 夏へのトンネル、さよならの出口(特典) フランス語翻訳,出版: All the Anime,"The Tunnel to Summer, the Exit of Goodbye (Bonus) Traduction française",Édition: All the Anime,"The Tunnel to Summer, the Exit of Goodbye(Bonus) French translation",Publishing: All the Anime,/result/logo_jsicmf.jpg,0,2024/8/6 11:28,2025/8/6 11:28,2024/8/6 11:28,2024/8/6 11:28
,1710,0,2024,2024/1,1/2024,1/2024,"特典 - Traduction d'interviews de l'AVP de ""Solo Leveling""",出版: CRUNCHY ROLL,"Interview de l'AVP de ""Solo Leveling"" Traduction française",Édition: CRUNCHY ROLL,"Interviews for the promotion screening of ""Solo Leveling"" French translation",Publishing: CRUNCHY ROLL,/result/logo_jsicmf.jpg,0,2024/8/6 11:28,2025/8/6 11:28,2024/8/6 11:28,2024/8/6 11:28
